F3,F4,P7,FC6,F7,F8,T7,P8,FC5,AF4,T8,O2,O1,AF3
55,77,-25,60,59,38,96,42,63,33,62,39,88,70
53,73,-32,62,62,35,100,40,68,38,64,39,74,69
53,73,-32,62,62,35,100,40,68,38,64,39,74,69
55,62,-38,47,62,23,101,20,68,23,38,21,57,63
62,70,-41,49,74,34,99,18,82,31,36,9,56,79
59,92,-46,64,79,52,94,32,87,42,61,19,62,93
47,78,-52,69,66,46,92,42,72,30,66,30,58,74
44,70,-45,68,57,42,92,42,66,29,57,28,56,67
54,79,-37,73,66,54,97,39,75,37,59,25,60,87
60,85,-53,66,69,46,101,28,78,34,50,14,62,93
60,85,-53,66,69,46,101,28,78,34,50,14,62,93
64,97,-69,55,63,26,98,23,76,42,31,-3,59,93
66,91,-61,58,66,29,90,26,78,48,32,-2,54,98
59,88,-60,62,79,48,87,22,75,42,44,4,54,93
65,95,-64,69,98,60,96,25,77,53,56,7,62,99
75,97,-60,73,93,52,102,29,67,60,60,11,61,100
75,97,-60,73,93,52,102,29,67,60,60,11,61,100
24,54,-85,31,52,9,68,-5,14,6,13,-24,29,54
24,54,-85,31,52,9,68,-5,14,6,13,-24,29,54
26,44,-73,20,60,14,79,0,24,1,16,-29,34,57
24,34,-67,9,56,4,80,0,26,-6,12,-27,34,48
12,27,-75,4,44,-7,64,-17,19,-10,-2,-35,21,39
18,53,-73,19,46,7,55,-13,18,5,8,-27,24,50
33,61,-59,38,57,32,61,16,23,19,36,0,41,64
33,59,-42,49,62,49,79,38,26,29,57,18,47,72
33,59,-42,49,62,49,79,38,26,29,57,18,47,72
30,62,-40,58,61,50,85,39,36,36,60,12,35,80
34,60,-51,62,65,39,79,31,38,40,45,-1,14,86
36,60,-56,50,70,31,81,27,32,36,27,-5,-2,83
30,40,-53,37,63,34,88,19,30,30,28,2,-4,76
26,26,-46,33,55,32,82,9,31,30,32,0,-8,73
28,29,-40,33,55,25,72,3,27,31,28,-25,-27,70
33,23,-48,29,53,25,70,0,18,23,27,-35,-40,61
33,23,-48,29,53,25,70,0,18,23,27,-35,-40,61
37,27,-52,25,56,21,81,11,21,16,35,-11,-32,55
38,25,-34,39,69,32,95,35,34,22,58,11,-26,65
28,19,-30,51,66,48,87,38,28,28,68,1,-32,57
20,20,-38,41,49,43,76,19,9,28,52,-9,-29,36
30,16,-28,31,50,30,86,19,5,25,51,2,-19,44
31,11,-25,30,60,25,88,28,10,21,56,6,-17,48
7,-11,-34,28,58,30,74,25,5,19,46,2,-20,33
7,-11,-34,28,58,30,74,25,5,19,46,2,-20,33
3,-12,-34,28,50,32,58,23,-2,25,47,3,-24,39
28,19,-33,35,48,35,54,21,2,39,59,8,-27,61
43,29,-35,38,54,37,60,18,13,43,61,7,-26,70
36,16,-36,31,50,30,60,18,10,35,50,-2,-26,59
21,-7,-34,24,39,25,57,10,2,25,51,-5,-30,43
8,-13,-32,29,32,32,58,0,0,22,54,3,-29,36
-4,-9,-31,24,30,28,60,2,-7,13,43,-6,-27,38
-4,-9,-31,24,30,28,60,2,-7,13,43,-6,-27,38
-3,-25,-29,1,27,6,60,1,-16,-2,32,-29,-37,30
6,-23,-30,-1,26,0,60,-9,-13,-1,27,-26,-38,21
13,-5,-37,18,25,12,59,-6,-5,14,25,-5,-32,28
23,5,-37,34,27,22,62,5,0,26,36,-1,-32,42
35,24,-32,43,33,33,64,6,4,34,47,-3,-21,59
41,25,-23,42,36,34,62,1,8,30,42,4,-8,65
37,17,-11,35,44,29,73,11,9,29,43,2,-8,57
37,17,-11,35,44,29,73,11,9,29,43,2,-8,57
32,13,1,48,56,43,89,32,13,43,65,6,-4,58
30,12,2,70,60,61,90,38,22,50,76,17,6,65
32,20,-3,69,61,62,83,30,20,51,75,12,3,61
31,2,-2,51,56,60,86,28,6,46,71,1,0,44
12,-18,-4,30,34,44,84,27,-7,28,60,-2,5,29
-6,-15,-2,25,20,24,82,22,-7,14,54,2,3,23
-6,-15,-2,25,20,24,82,22,-7,14,54,2,3,23
7,3,6,47,39,40,89,28,0,28,62,3,1,30
29,21,6,59,52,62,94,36,6,41,69,3,6,46
31,5,0,42,38,46,91,29,9,31,58,3,3,57
27,-2,-4,22,24,21,87,14,3,29,39,0,0,53
26,9,-6,25,15,25,89,5,0,30,35,-7,2,46
33,11,-6,36,1,34,86,3,2,26,37,-5,1,47
38,16,-9,26,-17,19,77,-3,-9,27,21,-7,-6,41
38,16,-9,26,-17,19,77,-3,-9,27,21,-7,-6,41
27,2,-14,15,-24,8,82,-8,-18,24,10,-25,-14,29
14,-6,-14,24,-7,22,93,-1,-5,26,25,-22,-11,25
17,11,-8,37,22,39,92,4,9,33,37,-7,-1,34
26,16,-2,38,36,39,92,3,12,29,35,-12,-8,41
19,17,0,33,25,32,103,14,11,21,33,-11,-12,34
3,1,8,31,21,30,116,29,7,23,35,3,12,23
3,1,8,31,21,30,116,29,7,23,35,3,12,23
-6,-14,18,28,19,31,116,24,0,24,44,1,21,16
-6,-2,19,27,7,29,100,22,-6,24,57,7,16,20
3,9,21,31,9,32,101,35,-4,28,66,31,36,29
13,16,29,44,26,45,119,36,12,33,65,34,49,28
23,23,29,60,39,54,125,29,31,40,62,27,34,31
34,40,20,64,47,53,116,31,35,53,61,33,36,54
50,61,17,61,53,55,113,41,31,66,59,36,59,69
50,61,17,61,53,55,113,41,31,66,59,36,59,69
65,58,28,66,55,64,123,55,38,71,68,32,68,69
54,52,32,73,47,71,129,65,40,69,79,37,60,64
27,31,16,54,36,57,113,53,21,53,75,26,44,51
17,8,-8,30,26,32,90,26,11,31,59,-6,23,40
21,10,-18,18,25,17,96,1,18,20,35,-35,4,36
24,5,-12,13,32,21,119,-9,22,21,21,-39,2,34
18,9,-2,19,43,26,124,8,22,31,37,-19,22,34
18,9,-2,19,43,26,124,8,22,31,37,-19,22,34
10,16,2,28,55,31,120,29,31,45,47,-2,34,38
20,21,6,30,60,45,128,30,38,56,39,-3,29,50
37,43,12,27,61,46,134,23,33,64,41,-7,31,56
42,40,12,32,65,32,131,31,37,58,48,6,35,51
30,27,0,32,57,24,124,33,33,50,35,10,31,39
11,24,-13,18,34,27,117,14,19,52,25,-11,24,32
11,24,-13,18,34,27,117,14,19,52,25,-11,24,32
8,13,-15,17,34,27,119,-2,19,49,29,-32,7,29
19,14,-17,15,55,22,122,-7,32,43,20,-38,-2,28
21,11,-27,9,52,24,110,-3,33,37,12,-32,13,33
0,1,-40,7,27,24,92,-4,22,31,12,-36,23,24
-9,-1,-28,6,26,21,86,-3,18,41,18,-35,26,19
11,16,-5,20,48,31,96,16,32,54,39,-10,38,38
31,47,-2,44,60,53,104,31,43,64,52,5,50,56
31,47,-2,44,60,53,104,31,43,64,52,5,50,56
34,50,-3,63,58,64,108,32,46,74,46,-2,46,61
33,45,-3,63,55,65,111,28,47,78,46,-1,36,56
25,37,-17,51,50,61,103,15,42,64,49,-6,30,42
5,15,-32,36,45,56,95,6,35,49,39,-25,25,31
4,23,-31,30,47,51,105,21,40,55,35,-26,28,36
15,25,-28,24,43,32,108,24,45,50,32,-19,31,38
1,8,-34,0,26,13,92,3,31,33,14,-25,27,18
1,8,-34,0,26,13,92,3,31,33,14,-25,27,18
-13,12,-31,-1,17,17,90,-1,18,25,15,-21,28,0
-1,15,-25,25,12,28,100,5,31,27,31,-4,31,13
15,24,-27,24,8,21,94,0,40,32,28,-5,25,31
26,33,-34,10,22,16,94,1,41,28,30,-18,19,32
28,32,-31,19,27,21,98,7,44,25,35,-14,25,30
13,27,-23,23,3,23,95,10,43,28,30,0,33,20
3,15,-17,8,-8,24,98,11,31,19,32,2,33,1
3,15,-17,8,-8,24,98,11,31,19,32,2,33,1
8,24,-23,4,-4,22,93,3,25,6,34,-18,23,0
19,34,-46,18,-5,31,72,-3,32,18,33,-34,4,20
26,35,-49,38,-2,51,58,12,31,42,45,-22,-8,31
25,42,-37,50,3,63,56,32,29,52,62,-1,8,30
33,33,-45,46,8,64,55,27,44,48,63,-5,24,35
46,39,-58,35,15,56,52,10,62,47,43,-26,16,48
49,45,-58,23,15,36,39,0,63,47,17,-32,0,46
49,45,-58,23,15,36,39,0,63,47,17,-32,0,46
29,19,-59,5,4,4,27,-18,51,30,-5,-31,-4,19
0,-4,-66,-22,-14,-16,27,-27,33,1,-10,-36,-1,-11
-6,-14,-62,-27,-21,-9,33,-11,20,-13,-4,-38,-6,-13
1,-3,-62,-8,-16,2,30,-1,24,6,-1,-32,-5,-4
-1,1,-62,-4,-17,-1,32,-8,29,20,-8,-35,0,-6
1,-7,-44,-9,-13,4,48,-1,37,16,2,-34,5,-9
4,0,-36,-6,-7,19,58,3,39,16,14,-20,10,-13
4,0,-36,-6,-7,19,58,3,39,16,14,-20,10,-13
2,-2,-40,3,-8,29,53,5,36,19,10,-8,6,-11
15,13,-39,19,-5,50,54,25,50,35,25,1,4,6
24,26,-37,26,6,58,65,29,58,47,37,-8,-2,14
17,4,-40,17,6,36,63,19,46,41,15,-19,-18,2
17,4,-40,17,6,36,63,19,46,41,15,-19,-18,2
19,-5,-36,13,10,28,59,21,39,36,1,-12,-27,4
15,-14,-26,12,22,28,67,12,52,32,9,-25,-34,6
-8,-36,-32,-8,8,10,67,-13,46,14,-3,-64,-59,-24
-10,-43,-42,-18,-5,-1,61,-12,25,10,-18,-61,-69,-36
2,-43,-42,-10,-1,10,58,0,32,26,-8,-26,-64,-13
-4,-36,-38,-12,-3,11,53,-1,46,31,-5,-15,-68,-3
8,-22,-31,-6,7,7,52,13,46,36,2,-2,-53,0
8,-22,-31,-6,7,7,52,13,46,36,2,-2,-53,0
30,-12,-20,-1,20,11,55,30,42,54,13,9,-36,17
28,-10,-7,-7,11,18,50,29,40,66,4,0,-45,27
29,-5,0,13,12,32,54,27,35,68,12,11,-44,27
43,17,-2,48,27,52,62,43,39,85,43,34,-26,30
42,11,-4,53,31,67,66,64,60,92,51,37,-27,34
35,0,-3,35,26,64,71,60,64,70,35,31,-41,31
38,13,-2,28,26,48,71,40,53,58,31,22,-40,27
38,13,-2,28,26,48,71,40,53,58,31,22,-40,27
42,6,5,36,33,40,78,37,61,58,35,17,-40,32
38,-4,8,28,45,37,86,50,78,49,31,16,-48,34
35,-18,5,6,48,26,78,39,78,36,20,5,-59,32
43,-28,1,-6,33,9,62,18,64,35,4,-6,-57,29
50,-15,-1,-6,27,9,60,18,60,43,-6,-3,-42,29
51,-5,7,2,33,25,64,25,63,45,2,5,-32,31
48,11,16,16,28,27,62,33,54,51,17,12,-24,29
48,11,16,16,28,27,62,33,54,51,17,12,-24,29
47,21,18,28,15,24,63,54,43,61,32,26,-25,28
53,20,23,47,15,45,64,72,51,74,51,37,-29,33
51,27,26,60,22,60,61,67,50,76,54,34,-29,34
38,16,13,46,24,49,59,51,35,64,41,26,-31,27
37,12,2,28,24,38,49,37,31,65,32,25,-27,24
56,25,5,35,33,40,38,31,46,76,25,25,-18,35
56,25,5,35,33,40,38,31,46,76,25,25,-18,35
66,20,4,36,38,35,32,30,58,67,17,18,-25,41
49,11,-3,13,24,17,32,27,46,38,16,11,-32,23
35,5,9,10,21,14,45,27,41,32,34,17,-13,13
40,17,18,28,42,24,55,33,56,52,46,26,-5,23
50,30,9,29,54,25,43,36,59,65,44,28,-23,34
64,39,1,33,51,29,28,39,54,65,50,25,-35,49
79,56,-2,48,51,47,30,35,63,73,52,22,-32,66
79,56,-2,48,51,47,30,35,63,73,52,22,-32,66
75,42,3,47,48,55,40,33,71,76,41,24,-19,67
57,28,10,38,48,49,39,41,60,75,36,36,-1,59
59,38,7,44,55,49,37,45,57,82,44,38,-6,54
58,28,-4,37,43,38,44,32,60,66,35,13,-29,39
37,18,-8,14,22,24,50,19,48,45,21,0,-35,29
30,11,0,10,25,29,53,29,35,48,35,16,-32,29
29,-6,4,11,33,30,58,37,39,43,37,16,-30,23
29,-6,4,11,33,30,58,37,39,43,37,16,-30,23
13,-21,-10,-4,30,16,52,14,46,22,7,-7,-30,18
20,-3,-17,-3,31,18,37,3,45,29,-6,-5,-36,29
48,51,-11,20,33,32,22,25,43,60,17,25,-33,41
51,61,-15,30,32,38,11,39,38,65,35,39,-27,40
28,34,-15,17,30,30,17,29,35,56,23,36,-27,39
5,8,-13,-7,22,11,22,22,27,37,2,24,-29,22
5,8,-13,-7,22,11,22,22,27,37,2,24,-29,22
-13,-21,-15,-28,3,-8,5,28,3,8,-5,16,-29,-4
-11,-8,-7,-24,-4,-3,3,27,-3,6,2,17,-29,-1
15,19,3,0,5,18,31,20,25,29,7,26,-30,25
23,9,-5,4,6,16,39,20,36,23,2,25,-34,23
4,-3,-16,-16,-5,-4,23,21,13,5,-4,11,-25,2
-2,-6,-3,-14,-1,-1,31,22,2,16,8,12,-3,3
-2,-6,-3,-14,-1,-1,31,22,2,16,8,12,-3,3
0,3,9,6,0,13,53,40,16,30,33,25,3,3
2,19,12,25,5,25,62,62,28,35,55,44,7,7
19,38,18,36,33,51,69,68,30,59,69,62,22,36
38,54,30,34,61,65,82,67,36,77,70,68,36,56
38,32,28,29,63,45,80,59,44,57,52,58,34,44
20,14,1,18,45,28,56,35,30,34,27,40,30,26
3,18,-12,4,31,30,46,25,4,29,18,30,43,23
3,18,-12,4,31,30,46,25,4,29,18,30,43,23
11,26,2,8,27,27,54,44,6,33,29,44,57,25
30,46,12,29,27,26,53,66,18,46,44,59,62,34
34,40,8,29,30,37,52,61,15,51,43,45,62,36
26,24,-1,6,32,24,61,35,3,40,29,27,55,26
23,8,-2,-9,19,3,55,22,-2,24,15,29,47,19
26,4,15,-1,14,12,42,26,10,16,22,33,55,27
26,25,22,-2,30,15,45,29,20,14,27,32,67,29
26,25,22,-2,30,15,45,29,20,14,27,32,67,29
11,13,1,-23,30,-4,44,31,10,1,11,30,60,17
-5,-5,-11,-30,17,-12,28,30,-7,-8,5,27,56,5
-2,5,-5,-17,23,-3,25,25,-4,7,18,29,56,5
10,7,-13,-7,39,2,38,34,9,20,25,29,42,18
-1,6,-30,-15,29,2,29,33,1,8,15,10,24,20
-22,0,-39,-22,9,1,6,11,-19,-5,2,-8,17,2
-24,-1,-45,-14,5,1,-6,13,-25,2,1,4,20,-9
-24,-1,-45,-14,5,1,-6,13,-25,2,1,4,20,-9
-5,12,-39,1,5,6,0,33,-15,4,18,23,30,-2
1,9,-27,10,5,5,14,35,-16,-1,36,17,36,9
-17,-5,-31,-8,0,1,11,28,-32,-3,24,4,34,0
-27,-18,-32,-32,-7,-7,5,22,-38,-17,-1,2,30,-16
-26,-19,-27,-41,-15,-22,12,3,-38,-33,-23,0,28,-30
-34,-18,-32,-45,-19,-43,16,-8,-46,-34,-35,-8,27,-37
-26,-29,-32,-55,-10,-50,18,0,-30,-38,-34,-7,24,-25
-26,-29,-32,-55,-10,-50,18,0,-30,-38,-34,-7,24,-25
-2,-16,-36,-47,4,-36,25,3,-5,-35,-20,2,20,-3
-5,-5,-52,-32,5,-25,22,-1,-15,-28,-16,2,18,3
-21,-5,-51,-32,-4,-17,12,4,-32,-29,-14,-2,16,-6
-7,5,-39,-18,-3,-3,23,22,-18,-20,0,-3,21,-2
6,2,-38,6,9,11,40,31,-1,-2,11,-1,25,9
-5,6,-41,5,9,14,35,26,-8,2,10,9,26,2
-7,8,-34,-1,6,14,29,29,-7,-2,16,20,27,3
-7,8,-34,-1,6,14,29,29,-7,-2,16,20,27,3
-2,-3,-29,0,13,11,32,36,-1,-10,19,27,30,12
-6,2,-30,-8,12,-3,32,30,-3,-15,0,27,31,6
6,15,-30,3,15,7,31,25,2,0,8,30,29,15
19,31,-35,22,30,25,44,34,5,19,33,36,38,34
7,17,-34,4,26,12,58,38,0,5,23,34,45,17
-8,-17,-25,-17,11,-5,57,30,-4,-20,11,30,38,-3
-8,-17,-25,-17,11,-5,57,30,-4,-20,11,30,38,-3
-6,-9,-35,-9,19,-2,56,22,-3,-16,18,25,27,5
1,10,-54,1,36,5,60,24,3,-4,15,26,26,14
2,15,-45,6,39,12,59,30,14,-1,7,30,30,16
2,8,-38,13,46,28,63,28,25,3,22,29,30,18
4,7,-46,21,46,33,70,37,33,6,44,34,26,20
1,23,-43,30,32,31,60,57,25,3,52,57,31,20
3,16,-43,34,23,36,51,55,3,-4,48,65,37,15
3,16,-43,34,23,36,51,55,3,-4,48,65,37,15
6,4,-59,15,18,25,54,31,-7,-8,27,44,23,1
-7,-2,-61,-11,9,4,52,21,0,-15,3,30,6,-2
-16,-17,-45,-10,3,0,50,26,0,-29,-1,36,6,1
-7,-5,-46,7,11,14,54,31,0,-22,11,41,-1,6
8,5,-50,14,33,25,61,33,24,2,29,39,-22,25
16,-9,-43,14,42,28,69,38,32,12,29,34,-30,37
1,-29,-46,4,26,11,72,35,10,-2,12,25,-33,21
1,-29,-46,4,26,11,72,35,10,-2,12,25,-33,21
-25,-51,-61,-25,0,-25,58,15,-8,-26,-16,8,-53,2
-31,-48,-55,-48,-8,-39,46,-8,-8,-27,-35,-4,-64,1
-18,-46,-37,-34,5,-24,56,-6,-1,-21,-31,13,-49,7
-23,-52,-48,-26,4,-24,55,18,1,-28,-18,35,-40,0
-34,-51,-67,-41,-11,-34,45,25,-9,-23,-5,32,-48,-8
-33,-61,-58,-33,-3,-17,54,10,-11,-9,-1,23,-61,4
-31,-56,-49,-10,5,0,64,10,-3,-9,-6,24,-58,13
-31,-56,-49,-10,5,0,64,10,-3,-9,-6,24,-58,13
-30,-41,-52,7,-14,6,59,29,1,-12,9,33,-45,9
-34,-38,-45,15,-23,18,55,34,-2,-6,32,35,-49,9
-35,-41,-39,10,-14,23,57,26,-2,-7,20,28,-60,22
-27,-48,-45,3,-15,13,61,30,6,-5,5,30,-60,29
-26,-42,-55,10,-26,12,60,30,16,4,17,29,-59,26
-32,-39,-60,10,-29,14,58,23,7,-2,27,23,-65,25
-19,-32,-47,7,-27,17,59,38,0,2,29,38,-54,31
-19,-32,-47,7,-27,17,59,38,0,2,29,38,-54,31
-7,-16,-34,14,-30,19,62,57,10,12,34,61,-29,28
-20,-32,-41,12,-33,7,63,46,16,2,31,54,-33,18
-35,-42,-56,7,-36,3,61,25,10,-11,23,33,-54,12
-29,-29,-54,22,-43,23,57,32,6,-10,27,29,-49,21
-19,-22,-46,38,-45,38,53,43,7,-2,35,37,-35,29
-22,-20,-47,34,-42,32,56,31,6,13,35,31,-35,23
-22,-20,-47,34,-42,32,56,31,6,13,35,31,-35,23
-17,-24,-42,33,-38,31,63,28,12,20,34,28,-39,19
-4,-11,-33,37,-37,37,63,45,26,18,36,48,-33,31
5,0,-38,38,-28,34,61,51,35,18,34,55,-24,41
-1,-14,-48,27,-25,16,62,26,18,5,19,35,-39,26
-18,-29,-48,-7,-46,-13,57,-2,-2,-22,-4,15,-55,3
-29,-56,-36,-34,-59,-35,54,-2,3,-39,-16,8,-45,-2
-35,-58,-35,-38,-54,-38,51,6,3,-45,-17,13,-35,-2
-35,-58,-35,-38,-54,-38,51,6,3,-45,-17,13,-35,-2
-31,-35,-39,-33,-50,-32,49,-2,-3,-40,-25,17,-42,-1
-18,-30,-35,-20,-45,-22,52,-6,4,-20,-24,15,-38,5
-16,-24,-33,-3,-42,-8,51,7,3,-2,-2,20,-26,8
-24,-23,-35,6,-49,7,48,25,-2,-3,24,37,-31,6
-31,-24,-36,18,-47,16,53,27,10,-8,32,37,-35,2
-34,-26,-36,24,-33,21,56,10,9,-8,12,25,-33,-4
-27,-29,-41,26,-32,24,58,5,5,-5,5,22,-45,8
-27,-29,-41,26,-32,24,58,5,5,-5,5,22,-45,8
-6,-7,-37,37,-30,31,70,25,23,10,25,29,-43,31
3,1,-27,44,-17,32,86,34,32,10,38,37,-39,25
-8,-18,-30,20,-28,10,82,25,10,-13,23,28,-54,-1
-11,-21,-35,1,-39,-5,67,19,-2,-21,16,20,-51,-5
2,-4,-27,21,-18,13,74,15,18,-5,32,37,-27,18
6,16,-23,34,0,23,91,10,30,11,25,44,-26,30
3,11,-29,21,-2,7,92,17,29,12,8,35,-41,30
3,11,-29,21,-2,7,92,17,29,12,8,35,-41,30
5,1,-36,16,-5,2,85,29,33,5,19,51,-38,28
-5,0,-38,11,-14,2,74,31,20,-6,34,61,-34,14
-22,-16,-34,2,-30,-6,65,29,-1,-13,27,34,-40,-2
-14,-5,-30,15,-24,10,67,32,7,2,25,32,-35,7
5,8,-30,37,-3,36,68,36,30,14,36,58,-22,25
6,4,-30,49,3,39,64,38,38,7,39,63,-20,30
1,12,-27,49,3,34,72,36,44,3,35,49,-32,25
1,12,-27,49,3,34,72,36,44,3,35,49,-32,25
-1,0,-30,35,5,34,71,28,40,0,32,39,-36,13
-8,-8,-38,22,-2,28,58,38,23,-6,28,39,-27,10
-10,2,-38,24,-7,13,57,55,23,-10,26,52,-20,19
1,15,-32,28,1,1,64,50,36,-3,28,64,-20,29
14,26,-31,23,-7,3,59,39,34,7,25,58,-11,28
9,9,-31,8,-26,0,49,36,33,-11,11,42,-5,18
9,9,-31,8,-26,0,49,36,33,-11,11,42,-5,18
-6,-9,-31,-9,-26,-25,53,32,35,-31,-1,30,-21,6
-6,-6,-44,-7,-22,-34,54,32,32,-22,1,30,-27,5
5,5,-46,1,-31,-15,37,40,27,-7,17,41,-15,14
2,12,-41,3,-38,-2,28,42,20,-11,26,41,-12,10
-5,-1,-48,16,-28,10,38,51,19,-19,32,40,-20,3
-9,-4,-54,29,-31,33,44,61,25,-19,45,45,-24,-2
-16,0,-57,32,-54,40,39,47,22,-24,47,46,-29,-6
-16,0,-57,32,-54,40,39,47,22,-24,47,46,-29,-6
-11,-5,-59,35,-52,33,35,22,25,-33,33,29,-36,-2
-8,-1,-61,26,-39,20,31,4,28,-40,11,0,-37,-5
-24,-18,-69,6,-51,2,27,-3,16,-50,-12,-9,-47,-21
-29,-33,-79,-7,-73,-6,13,-3,12,-52,-26,-4,-54,-26
-13,-17,-70,-4,-66,-10,0,-1,25,-43,-29,-5,-43,-5
4,0,-59,-2,-55,-14,14,-3,33,-34,-30,-3,-33,3
11,21,-69,-3,-69,-9,32,-2,34,-25,-19,3,-30,-1
11,21,-69,-3,-69,-9,32,-2,34,-25,-19,3,-30,-1
13,18,-61,-2,-83,-7,31,8,36,-23,1,9,-27,4
1,-5,-53,-2,-90,-16,25,7,26,-35,2,5,-26,2
-16,-4,-68,-1,-94,-16,22,0,18,-45,-1,-2,-34,-11
-16,0,-73,4,-94,-8,13,5,23,-50,8,0,-37,-23
-17,-8,-73,5,-101,-6,-1,10,17,-55,5,2,-39,-33
-18,-13,-82,14,-104,-1,3,3,12,-50,-2,1,-46,-22
-6,4,-75,23,-89,8,18,3,28,-39,4,0,-37,-7
-6,4,-75,23,-89,8,18,3,28,-39,4,0,-37,-7
-1,10,-57,4,-77,11,25,-4,47,-34,-6,-3,-26,-12
-5,-13,-56,-6,-67,21,29,-14,56,-13,-27,-6,-31,-4
3,-2,-62,16,-55,47,29,-18,61,39,-34,-10,-34,31
27,28,-63,32,-34,82,29,-25,76,102,-36,-11,-33,77
56,59,-62,55,27,122,45,-19,113,188,-30,-5,-37,152
83,99,-62,87,87,158,56,-2,142,275,-23,0,-37,223
93,104,-53,95,90,164,43,0,137,308,-24,11,-32,241
93,104,-53,95,90,164,43,0,137,308,-24,11,-32,241
87,107,-47,85,79,153,28,1,129,320,-19,32,-18,245
99,130,-52,91,92,158,24,26,136,350,-1,43,1,268
117,131,-43,98,94,158,27,47,140,352,13,43,6,281
104,118,-45,79,79,135,18,18,126,320,-7,28,-12,267
87,108,-73,70,89,133,3,-24,125,309,-28,-1,-30,255
83,105,-87,86,106,160,8,-36,141,321,-18,-17,-40,250
69,95,-77,94,114,173,32,-29,151,309,-16,-18,-42,240
69,95,-77,94,114,173,32,-29,151,309,-16,-18,-42,240
69,95,-71,104,118,180,35,-19,150,292,-21,-17,-35,237
84,116,-78,117,101,185,16,-15,142,287,-19,-8,-33,236
80,104,-77,104,72,166,4,-22,126,260,-25,3,-35,215
70,92,-72,89,53,139,-2,-17,102,226,-31,14,-24,182
66,102,-59,93,36,125,-3,0,83,201,-19,25,-1,157
44,84,-53,79,11,106,-2,5,64,164,-9,25,3,127
44,84,-53,79,11,106,-2,5,64,164,-9,25,3,127
24,64,-60,57,-10,83,-7,13,47,123,-19,21,-3,90
29,53,-63,61,-21,72,-15,20,42,97,-19,26,-1,70
30,48,-64,52,-39,58,-27,-4,31,75,-23,22,-4,61
19,54,-52,30,-51,47,-16,-1,24,53,-28,26,1,50
23,53,-36,40,-48,57,4,33,29,43,-16,52,21,41
20,56,-34,52,-41,64,-1,35,31,37,-5,66,34,35
10,53,-40,42,-30,54,-5,30,36,29,5,58,28,38
10,53,-40,42,-30,54,-5,30,36,29,5,58,28,38
7,39,-47,31,-28,34,5,37,38,4,6,41,18,25
6,26,-59,22,-34,19,-7,32,28,-28,-10,34,5,-6
2,26,-62,9,-34,12,-19,26,27,-34,-20,31,-4,-14
-5,35,-45,-1,-44,-5,-6,26,20,-27,-19,30,4,-15
-4,18,-29,-4,-56,-23,-3,34,5,-38,-19,45,10,-26
-2,2,-30,-20,-54,-30,-14,47,12,-53,-20,58,1,-33
-8,-2,-35,-46,-55,-47,-13,41,17,-63,-22,45,-3,-32
-8,-2,-35,-46,-55,-47,-13,41,17,-63,-22,45,-3,-32
-10,-28,-21,-46,-57,-66,1,27,9,-78,-27,42,-9,-35
-10,-30,-13,-25,-45,-51,12,33,17,-75,-20,55,-24,-36
-21,-29,-24,-26,-41,-35,12,38,20,-67,-14,41,-35,-39
-38,-53,-22,-51,-44,-54,15,33,14,-79,-26,27,-35,-55
-41,-61,-5,-60,-47,-71,23,41,15,-92,-35,49,-32,-65
-32,-67,9,-46,-51,-59,22,54,11,-89,-31,65,-29,-55
-25,-58,16,-33,-52,-42,12,60,4,-75,-19,63,-29,-42
-25,-58,16,-33,-52,-42,12,60,4,-75,-19,63,-29,-42
-22,-45,18,-27,-47,-31,8,62,9,-65,0,62,-28,-46
-23,-48,16,-15,-52,-27,3,63,5,-60,1,68,-24,-59
-27,-48,19,-10,-56,-29,-4,63,-6,-61,-3,65,-26,-63
-25,-52,33,-13,-45,-26,5,63,6,-67,3,62,-31,-56
-15,-47,37,-10,-38,-25,8,60,11,-65,3,76,-29,-56
-3,-42,21,-11,-27,-30,6,63,8,-51,-3,85,-24,-53
6,-36,5,-13,-29,-20,4,68,13,-44,7,71,-32,-36
6,-36,5,-13,-29,-20,4,68,13,-44,7,71,-32,-36
9,-19,-5,-2,-50,-13,0,63,9,-42,12,58,-46,-32
5,-28,-13,7,-63,-22,2,57,-1,-43,5,58,-54,-48
-14,-49,-21,2,-65,-22,0,61,-6,-53,10,54,-57,-65
-32,-56,-20,-2,-61,-13,-6,66,-9,-60,16,61,-54,-65
-32,-62,-26,-10,-60,-19,-2,60,-10,-69,5,63,-60,-63
-29,-64,-33,-26,-56,-32,4,54,-1,-81,-5,39,-72,-73
-30,-77,-30,-36,-58,-44,4,54,-5,-90,-5,25,-71,-86
-30,-77,-30,-36,-58,-44,4,54,-5,-90,-5,25,-71,-86
-37,-80,-28,-33,-66,-44,-4,57,-24,-83,-6,36,-60,-95
-40,-62,-20,-16,-69,-27,-3,60,-17,-68,-6,46,-54,-89
-24,-54,-6,-4,-67,-20,2,63,2,-63,3,57,-48,-74
-1,-34,-2,-4,-57,-25,2,76,3,-52,15,67,-30,-60
9,-28,-1,4,-48,-18,1,82,3,-42,21,69,-24,-53
6,-44,3,-4,-52,-21,5,69,12,-49,8,69,-40,-56
6,-44,3,-4,-52,-21,5,69,12,-49,8,69,-40,-56
5,-46,-4,-30,-60,-41,3,62,11,-60,-1,59,-46,-52
5,-47,-14,-35,-67,-52,-8,56,1,-68,6,39,-45,-50
