4HzAF3;5HzAF3;6HzAF3;7HzAF3;4HzAF4;5HzAF4;6HzAF4;7HzAF4;4HzF3;5HzF3;6HzF3;7HzF3;4HzF4;5HzF4;6HzF4;7HzF4;4HzF7;5HzF7;6HzF7;7HzF7;4HzF8;5HzF8;6HzF8;7HzF8
0.003;0.001;0.002;0.004;0.002;0.001;0.002;0.001;0.026;0.032;0.015;0.021;0.023;0.005;0.016;0.002;0.021;0.010;0.016;0.008;0.011;0.010;0.008;0.009
0.002;0.001;0.000;0.000;0.000;0.004;0.000;0.001;0.005;0.000;0.000;0.000;0.007;0.011;0.002;0.003;0.000;0.002;0.001;0.001;0.001;0.000;0.000;0.000
0.007;0.000;0.002;0.001;0.008;0.001;0.004;0.003;0.003;0.000;0.001;0.001;0.012;0.004;0.006;0.006;0.005;0.001;0.004;0.001;0.001;0.000;0.001;0.000
0.002;0.003;0.001;0.001;0.004;0.001;0.004;0.000;0.000;0.001;0.001;0.002;0.007;0.000;0.011;0.000;0.001;0.000;0.002;0.000;0.000;0.003;0.001;0.000
0.005;0.007;0.004;0.002;0.003;0.008;0.007;0.005;0.015;0.014;0.007;0.010;0.013;0.025;0.007;0.017;0.019;0.018;0.013;0.007;0.018;0.008;0.011;0.004
0.013;0.005;0.002;0.003;0.019;0.006;0.002;0.010;0.007;0.018;0.014;0.005;0.064;0.028;0.004;0.016;0.064;0.023;0.002;0.014;0.022;0.014;0.004;0.005
0.002;0.001;0.001;0.000;0.005;0.004;0.003;0.004;0.002;0.002;0.004;0.005;0.006;0.014;0.006;0.007;0.008;0.004;0.006;0.004;0.001;0.000;0.000;0.000
0.000;0.001;0.002;0.000;0.005;0.003;0.001;0.001;0.006;0.003;0.005;0.003;0.002;0.007;0.001;0.004;0.000;0.001;0.001;0.000;0.001;0.000;0.000;0.000
0.000;0.000;0.001;0.005;0.002;0.005;0.001;0.019;0.004;0.020;0.000;0.003;0.011;0.013;0.013;0.018;0.008;0.002;0.007;0.010;0.005;0.001;0.001;0.001
0.002;0.004;0.000;0.006;0.019;0.004;0.002;0.008;0.046;0.001;0.031;0.002;0.113;0.007;0.013;0.013;0.035;0.004;0.003;0.012;0.001;0.001;0.001;0.001
0.001;0.001;0.001;0.005;0.017;0.003;0.000;0.002;0.025;0.035;0.003;0.008;0.056;0.000;0.023;0.019;0.009;0.003;0.006;0.010;0.002;0.009;0.001;0.006
0.002;0.006;0.001;0.001;0.012;0.010;0.005;0.000;0.019;0.011;0.026;0.009;0.043;0.042;0.057;0.001;0.020;0.024;0.016;0.001;0.001;0.001;0.000;0.000
0.002;0.001;0.006;0.000;0.002;0.014;0.003;0.000;0.011;0.012;0.004;0.000;0.020;0.054;0.001;0.003;0.000;0.010;0.006;0.000;0.001;0.001;0.001;0.001
0.016;0.008;0.002;0.001;0.021;0.005;0.002;0.001;0.019;0.042;0.010;0.006;0.045;0.014;0.004;0.012;0.040;0.013;0.003;0.004;0.023;0.020;0.009;0.004
0.008;0.014;0.002;0.000;0.006;0.015;0.003;0.002;0.047;0.017;0.021;0.008;0.008;0.005;0.000;0.002;0.018;0.013;0.002;0.000;0.019;0.010;0.008;0.004
0.043;0.010;0.007;0.003;0.062;0.007;0.004;0.004;0.006;0.035;0.017;0.000;4.225;1.399;0.669;0.210;1.275;0.412;0.067;0.012;0.034;0.015;0.011;0.003
0.047;0.008;0.007;0.007;0.055;0.016;0.000;0.008;0.019;0.112;0.023;0.008;3.234;1.508;1.041;0.333;0.774;0.415;0.214;0.025;0.030;0.012;0.005;0.005
0.022;0.008;0.003;0.003;0.025;0.000;0.004;0.004;0.025;0.017;0.012;0.011;0.209;0.133;0.035;0.051;0.199;0.132;0.056;0.036;0.008;0.001;0.001;0.001
0.009;0.005;0.000;0.002;0.010;0.001;0.002;0.004;0.021;0.016;0.005;0.012;0.005;0.011;0.005;0.008;0.014;0.018;0.001;0.013;0.002;0.001;0.000;0.000
